C,I,B,P,R,scenario,label
0.9624110293150168,0.9270319550229877,0.9075077815267604,0.9915167908272122,0.9071958087045566,none,0
0.9535783118609695,0.9261171276617441,0.9739489912873196,0.9666831052643474,1.0,none,0
0.9244991800572626,0.9365062532353314,0.9010618142108846,0.9277853369961944,0.9688650246522426,none,0
0.9878494308322675,0.9038917337911186,0.993480296005283,1.0,0.970671745161185,none,0
1.0,0.9113105400448213,0.8877672648344291,0.8610639875547861,1.0,none,0
0.9827182828177028,0.9472207664544772,0.963998431315991,0.8937255476350812,1.0,none,0
0.9564610590987613,0.9554697397302446,0.9862883311949345,0.9740504615868356,0.9611942012139565,none,0
0.9104762772277344,0.9735734178567997,1.0,1.0,1.0,none,0
0.9244392161784407,0.9005197589870709,0.9437106539950175,0.9527862456144347,1.0,none,0
0.865376768514259,1.0,0.9420996050710505,0.928655946502629,0.8993947812369916,none,0
0.8672571664067115,0.9911585291980957,0.9536658983594202,0.8855019550129473,0.8852460613968192,none,0
0.9332107650354935,1.0,0.9370204324318198,0.8748428523440946,0.9377128467957028,none,0
0.9363638215126164,0.8151556678529214,0.9472852566741093,0.9384532734895661,0.9848103182406709,none,0
1.0,1.0,0.9365555654722584,0.8946737045629164,1.0,none,0
0.9529609217007243,0.9506964645956473,0.9487937456444998,0.9599042380383928,0.9427819794038028,none,0
0.9213168996559882,0.9226570529379804,0.9483623364892,0.9228287614433117,0.9143577108661417,none,0
0.9553215113845948,0.9372511391289572,1.0,0.8174515095803494,1.0,none,0
1.0,0.8463304883795925,0.9328656202959825,0.9314279567002104,0.8796244152641088,none,0
0.9111091656204562,0.8944712077267085,1.0,0.996783919657373,1.0,none,0
0.9860836032021617,0.8935474114391385,0.9237739866860113,0.9744687280613958,0.8888936095554026,none,0
0.9856499215086194,0.9379837300920932,0.93125895962252,0.9855479984101745,0.9722131655743019,none,0
0.931951691709046,1.0,0.895946833620005,0.9807967803472132,0.9796550628984192,none,0
0.9345226780343004,0.9663066511121059,0.8874443211807348,0.996201350960345,0.9407548931778505,none,0
0.9238638489740479,1.0,0.914782815472862,0.879576935181822,0.8721685413238047,none,0
0.980300497567282,0.8859785323751858,1.0,0.8459035296058138,1.0,none,0
0.9605508733601309,0.9451643444064803,0.9227540456595524,0.9699568057176035,0.9481182648787575,none,0
1.0,0.9557113824331019,0.9575150880730938,0.9318193893893072,0.9471527188139466,none,0
0.965390088444603,0.8644915803671687,0.8825907288947143,0.9871632047011357,0.9585432719063971,none,0
0.940800833182366,0.9509216966532696,0.9673790852680835,0.9230120159845319,0.9110847637298843,none,0
0.959792262754884,0.9010813611192483,0.9704126377857235,0.8648708197881079,1.0,none,0
0.9736298741206522,0.9628014867156938,0.9991345491972756,1.0,1.0,none,0
0.8579562884334176,0.8860211516632148,0.918759071115216,0.9513045525105417,0.9758829510234561,none,0
0.9137128093423267,0.9593383382238538,0.9122308533823338,0.9194241098504026,0.8796669451575888,none,0
0.9038383376944548,0.8824157697191832,0.9012063373511333,1.0,0.9025300555584028,none,0
1.0,0.9746658950440444,0.9592418061847436,0.9070821109909393,0.9850154939704495,none,0
0.9212181086881113,0.956100490732268,1.0,0.9451970050137675,1.0,none,0
0.9148411787437056,0.9482505754751519,1.0,0.9186516471106115,1.0,none,0
0.9853875967727738,0.9218766612052866,0.981620386952776,0.9986277224813365,0.9810904981108598,none,0
0.8714887640054771,0.9136431412087566,0.9376240682224247,0.9462783285449976,0.9810336048775339,none,0
0.9588850500466627,0.8832327820644948,0.9690098925502981,0.9805292872641911,0.9779895223965519,none,0
1.0,0.9916961077274452,0.9729590039614218,0.9464917144270676,0.8669519533242004,none,0
0.9714809109566293,0.9603843843581555,0.9635789418597687,0.8861625712089845,0.8959471729795868,none,0
1.0,0.9480222423071673,0.9840750348686311,0.951415918806523,0.9514878069747872,none,0
0.9969141902987998,0.9241977635891313,0.9548060388470492,0.9268862355647478,0.9282751886283842,none,0
0.934541393826568,0.9611066885816856,0.926062568916826,1.0,0.9052696348890248,none,0
0.940656417791932,0.9280134470862912,1.0,0.9598277388255787,1.0,none,0
0.8757219813481514,0.9633525132934629,0.9944815397811718,0.9541141994637712,1.0,none,0
0.9241355774949813,1.0,1.0,0.931858071978017,0.9277248739299614,none,0
1.0,1.0,0.9238569986423365,0.9289906591452071,0.9359107695569746,none,0
0.8827774744482861,0.90406740267579,0.8997929616623965,0.9116101217447935,0.9482657556306608,none,0
0.961710736626826,1.0,0.9000822979630604,0.9992161199238292,0.9393005577887245,none,0
0.9475268145173783,0.9837409746083301,0.893863898921885,0.9691204873092025,0.9583226104106528,none,0
0.9746225632004074,0.9644584321953908,1.0,0.9181130007874342,0.9234501522499091,none,0
0.9188429736787618,0.9222261440419872,0.9181306436346741,1.0,1.0,none,0
0.9214626853125262,0.9083822213447885,0.9735707778193201,0.9223888477859514,0.9816465908877755,none,0
0.960146151042565,0.8742127942501383,1.0,1.0,0.9193605654757806,none,0
0.9306149220032007,0.9642932695362452,0.9667228394993512,0.9829272136336414,1.0,none,0
0.9411526386252975,0.9100851377730773,0.8810340385992737,0.913453498002904,0.94834365135631,none,0
1.0,0.9241194350481914,0.9611893975819449,0.9491788551963624,1.0,none,0
1.0,0.9234565613539839,0.9255280278740888,1.0,0.9840945744813155,none,0
1.0,0.9791964092662981,0.932035395460647,0.9795327415346154,1.0,none,0
0.9910241090598682,0.9753637015553649,1.0,1.0,1.0,none,0
0.9824354943794821,0.9416440959841572,0.957335684321666,1.0,0.9091532164506382,none,0
0.9684336654436451,0.9303330593836319,0.9514372411467408,1.0,0.9595549534009952,none,0
0.9523218274078074,0.882007192951004,0.987312678301361,0.9822742090570538,1.0,none,0
0.93461108825235,0.9609575163831969,0.9624691841855377,1.0,0.9452352233806524,none,0
0.963951076288517,0.9803948254858269,0.9593304561578179,0.9276783192724736,0.9597044996449153,none,0
1.0,0.898674235029447,0.9566484837073438,0.9149939592530413,1.0,none,0
0.8738406547608112,0.9220539076364206,0.968860593753226,1.0,0.9467124869463506,none,0
0.9222400236653401,1.0,0.8775993049791877,0.8400597021689958,0.9720007225026666,none,0
0.9248972887823694,0.8989383591434643,0.9854178223649677,0.9621900356885599,0.9217960684631635,none,0
0.8859847800664552,0.9936228664140072,0.982510058897933,0.9450412068110308,1.0,none,0
0.8964957616836924,0.873723741453763,0.9154045965059378,0.947720699182225,0.9621669724661346,none,0
0.9379381971071835,0.9676027698257148,0.8874230287904777,1.0,0.9458924410803715,none,0
1.0,0.9671362673188851,0.9728376609576892,0.9784883640116101,0.9723854280008657,none,0
0.9821361379933772,1.0,0.9598260584850735,0.9854501878794256,0.9455132152856386,none,0
1.0,0.9161803848970365,1.0,0.9479921024677828,0.8784612448940976,none,0
0.9564052207455395,0.9159474171262559,0.9920321774494362,0.9173688010348804,0.927690828339261,none,0
0.8555229634527234,0.9273846840375461,0.8288060336685521,0.8708048588257138,0.9880207328072148,none,0
0.9892900079325415,0.9712728780892482,0.9016511928435393,0.947614432192901,0.9498198730454716,none,0
0.8920817655403728,1.0,0.9938681145287835,0.9389517913085168,0.9513442919497265,none,0
0.9604191403973776,0.8479132565787855,0.93764113087397,0.9159007876001101,0.8999189995052542,none,0
0.9359449853557023,1.0,0.9820421430633505,0.9214410505108601,0.9786291390678079,none,0
1.0,0.9962316841456385,0.9529815184960087,0.9176531611147213,0.9849111656806795,none,0
0.9696742692710875,0.9947596610013866,0.9817585900840984,1.0,0.9232382394219716,none,0
1.0,0.95987998023462,1.0,0.9155406090955216,1.0,none,0
0.9598955391731323,0.9174290998192776,0.9258057082972839,0.933982634590284,0.9712082973200957,none,0
0.976141774401775,0.921314999803071,0.9487822703869508,1.0,1.0,none,0
0.9718161834837016,0.95190017390841,0.956001566335913,0.9806758986365208,0.8988603717400797,none,0
0.9371311731288327,0.8665707963061204,0.9699611561302639,0.982359796985137,0.9258406768850312,none,0
1.0,0.8887117168498829,0.876781255989509,0.9612225909279986,1.0,none,0
1.0,0.927055786856553,1.0,0.9480745765249646,0.941368635002959,none,0
0.9941829968743335,0.982616143920671,0.8711803921507875,1.0,1.0,none,0
0.9187218649245235,0.9697901766718704,0.9747015093141369,0.9630336882911953,0.9224847423077289,none,0
0.9164188316030973,0.9487222964504277,1.0,0.9771800077297216,0.9314692833956947,none,0
0.9885849355324172,0.8075728689684962,1.0,0.8630143110610949,0.9318779529298433,none,0
0.8940165052686928,0.8852659262139546,1.0,0.9266149399344054,0.9673251940865357,none,0
0.9476539710560408,0.973852041361156,0.9538410945530127,0.8858503887905714,0.999813340972357,none,0
0.9253121708419343,0.8721709050670123,0.9285942419517044,1.0,0.9925110871056746,none,0
0.932567393279607,0.9325371147840785,0.9339182474391309,1.0,0.9690967726115777,none,0
0.9715020823595535,1.0,0.9619394579513256,0.9370478927089648,0.9401825075457511,none,0
0.9464199370292967,0.9481388881745079,0.986381477181849,0.9525972942903649,0.9866320038607789,none,0
0.9459641709945709,0.9539317595158044,0.8500899657733946,0.995816383735124,0.9673244237948996,none,0
0.9999005054929826,0.8051872310903154,1.0,0.9430205185922412,1.0,none,0
0.8980047036437234,0.9806386952531284,0.8973292218413171,0.9188115519652097,1.0,none,0
0.9404658799618326,0.9608716436589861,0.9935033865344377,0.9747840943986302,0.9575209452571788,none,0
0.9682480501233113,1.0,0.9471190601483207,0.9600549523357483,1.0,none,0
1.0,1.0,0.9819365111014592,0.8928497543634758,1.0,none,0
0.8926827303490655,0.9651317732619517,0.9122862074990321,0.9467930826703503,0.966438120515174,none,0
0.9660678607725136,0.9710960377117642,1.0,0.972676715075699,0.9377921682354675,none,0
0.9982043584144178,1.0,0.8886196092431503,0.9798700034924929,0.9850586371155449,none,0
0.9351218248320003,1.0,0.9424972206483736,0.9562788226735771,0.9413464087858064,none,0
0.9507789523790733,0.8951862456552399,0.8779974558702852,1.0,0.9076519325840836,none,0
0.9004303825271845,0.8423304943198142,0.9180519126155249,0.883845510329625,1.0,none,0
1.0,0.9155924827411137,1.0,0.9990882743495797,0.9337584308245689,none,0
0.8250297142563213,1.0,0.8805213766618202,0.8677300626521554,1.0,none,0
1.0,1.0,0.9781954560026179,0.9797377170832643,0.9926707779390154,none,0
0.9879464294893382,0.9640595711984687,0.9552100551975937,0.9468703436050239,0.9123017705566662,none,0
0.9359662461566612,0.8653521592902307,0.9450830186602625,0.9005704446424541,0.8948205341392114,none,0
0.9589947075576739,1.0,0.9959158303001157,0.8714749698188411,0.9005185931714831,none,0
0.9970385593994108,0.9008756303230845,0.9387683425001487,0.9775026049512275,0.9015827772568182,none,0
0.9552687753072979,0.8832987252540897,0.9199316178024393,0.9659890967071268,0.8703503133234165,none,0
0.9720237368980199,0.9490181100536659,0.9776244977208574,0.9611957067032331,1.0,none,0
0.9562612251323953,0.9285297229437373,0.9561148751516142,0.9771649014518193,0.9524430035162852,none,0
0.952029584560194,0.9149004156096622,0.9168549541224525,0.8798697364100153,1.0,none,0
0.8878068382304357,0.9153547401102046,0.9140796367215401,0.994746218847222,0.9352525160853986,none,0
1.0,0.9163254687878065,0.9639497081111901,0.9082326473370121,1.0,none,0
0.8906200790485244,0.9654910355113513,0.9816888440466048,0.9706899548725749,0.9407356170561145,none,0
0.9435089650133286,0.9521905735989554,0.9426498999185755,0.9981939558397455,1.0,none,0
0.9221254107496083,0.8815098510210461,0.9455858975824372,1.0,0.9098162716015135,none,0
1.0,1.0,0.9223205879146003,0.9784491539592637,1.0,none,0
0.9310436129506257,0.9398209819948818,0.9209159543025678,0.8992621634653566,0.9175361227466996,none,0
0.8888029866618872,0.9517041734129612,0.9115013384470678,0.9616892955895373,0.8722052176898186,none,0
0.9665440116107228,0.9916764480804462,0.8503132178714272,0.9687028284923785,1.0,none,0
0.8895179490654397,1.0,0.9709509504683023,0.9147494072120795,0.9472115461171147,none,0
0.9779163456260861,0.9538002695706206,0.9769377996223184,0.9039663203460316,0.9584680412018038,none,0
0.8793142751547509,0.944438696932565,0.9048046179267605,0.9132235028705116,1.0,none,0
1.0,0.9804569060453588,0.895384361766371,0.9341795775152598,1.0,none,0
0.9570858456819952,1.0,0.9696658919697185,0.9596024558245015,0.9345441767898749,none,0
0.9566770452391141,0.9423765081809727,0.9854054338344295,0.9978351158397292,0.9107005269746025,none,0
0.8834383523221111,0.8581897313448351,0.9753995663456272,0.8948316696913062,0.8423554703523758,none,0
0.9694289302265482,1.0,0.9496964544230053,0.991924538722582,0.9540914679273782,none,0
0.9450555173404428,0.9959538241493884,0.9354862727905674,0.9633696157035951,0.9660848903098006,none,0
0.9165954773178475,0.9996021174768261,0.9412520121652295,0.9122127420253577,0.9768254921785201,none,0
0.9050766009104481,0.9514090578684564,0.9495440501677898,1.0,0.9737349116439976,none,0
0.9487486520627427,0.9908883149600143,1.0,0.9778905153175931,0.950517630992169,none,0
0.884408188382492,0.8967443168462313,0.9347387647822666,0.9195243898920358,0.9406514348507277,none,0
0.9528324962448553,0.9764846377178364,0.9464750610970454,0.9743250821913101,0.953223720740506,none,0
0.8512266716823064,0.9030332303090622,0.9427956222139192,0.8895152628579446,0.9799964364998102,none,0
1.0,1.0,0.9393278564534896,1.0,0.9574333728601055,none,0
0.933145701444098,0.9193298668229529,0.9348765156755935,0.9305911590729385,0.9585208111187743,none,0
0.9580286990524932,0.9501523010076707,0.9718469084873175,1.0,0.9974777067720662,none,0
0.8757551015775048,0.8223039432549022,0.9967159955619637,0.8816560650792289,0.9387617299053658,none,0
0.8914943486970319,0.859900978120999,0.9770731364102394,0.9879577580151323,0.921174479963664,none,0
0.8204478853927545,0.9226877775873759,0.9695902002701273,0.8760544215612935,0.9591679959889577,none,0
0.9492345075413502,0.9789645749800544,0.9559790184207076,0.9013465529559221,1.0,none,0
0.9420735213486514,0.9486347730245034,0.9033366020463401,0.9278358874404244,0.9057598642986548,none,0
0.9413526970038288,1.0,0.8814049428534322,0.8693219301061629,1.0,none,0
0.9395338161424066,0.9165463630670041,1.0,0.9197192230131568,1.0,none,0
0.9838962935669634,0.9256044295927148,1.0,0.9197142538498331,0.9871047686004653,none,0
0.9649646290203245,1.0,1.0,0.9516002074532883,0.9123291064826908,none,0
0.9729986071469557,0.9161142315123947,1.0,0.9568267665541368,0.9317339224343946,none,0
0.9592340152932454,0.8826436855235151,0.9014192980744674,1.0,0.9171552860514302,none,0
0.897654450865903,0.9768326376263643,1.0,0.9859476655332533,0.9998023842902908,none,0
0.912160245571527,0.8789094666629078,1.0,0.9338660080578932,0.9374583491772476,none,0
1.0,0.977811500470033,0.9727943886040803,1.0,0.9178240884809928,none,0
0.9963920064040618,0.9528506562448542,0.9634296139431628,1.0,0.9753917878144811,none,0
0.9769148039524816,1.0,0.9317523635228557,0.9080395166330496,0.8977595402989482,none,0
0.8516821705311999,1.0,0.8948395817139158,0.9389373188207114,0.9361593350055539,none,0
0.965370334890455,0.9907868606269647,0.9930236744179872,0.9208461280715531,0.9416439143106794,none,0
0.9641289975244149,0.9375654436908226,1.0,0.9745487475819126,0.9867438893024908,none,0
0.9831440634333706,1.0,0.9590510779351853,0.8851584026022077,0.969984397587632,none,0
0.9174321553104086,0.9235691659125121,0.9793182009377546,1.0,0.951063578836803,none,0
0.9654416506299481,1.0,0.9620376589744284,1.0,0.9782754822815771,none,0
0.861961862042209,0.9876670810552266,0.9690579192441389,1.0,0.9836590675634979,none,0
0.9430772008008113,0.8887850881855317,0.9395488371356987,0.9074739772895349,0.9209738275097639,none,0
0.9794289202210305,1.0,0.969733576491149,0.8902058468982408,0.972230133411007,none,0
1.0,0.9195108547840308,0.9432991416663541,0.9507344097364598,0.9107550843458879,none,0
0.9824140216921929,0.9439525925696108,0.9709766221953513,0.9056253911098949,0.9281270849838295,none,0
0.9861190678913885,0.9313583423954116,1.0,0.9300181907192698,0.9612342362875943,none,0
0.9966295415936545,0.8790817133533484,0.8619595594009611,0.8737171842714953,1.0,none,0
0.9224070927053776,1.0,0.9217876200671306,0.9592275651598519,1.0,none,0
1.0,1.0,1.0,1.0,0.979626347460059,none,0
0.9889180538083319,0.9224407141835733,0.9090900558288846,0.9498312771294524,0.9414907688737535,none,0
0.9273385975336362,0.9848193723728357,0.9977652604285255,0.9544203443145923,1.0,none,0
0.8929155442933248,0.940317027036014,0.9141588839698597,0.856673169146347,0.945865965707865,none,0
0.9439126245808358,1.0,0.9815405842277388,0.8987906587835397,1.0,none,0
1.0,0.9791048851734308,0.9386757950575083,0.9020280381638259,0.9313896611964473,none,0
1.0,1.0,1.0,0.9255575289106862,0.8940191283355494,none,0
0.9570443123455602,0.8615780317218573,0.9661583857092391,0.9426198706850665,0.9266981749065878,none,0
0.8702648466366601,0.9756800053284858,0.9233649580169044,0.8915041582144856,0.8063868893359175,none,0
0.9486242547474681,1.0,1.0,0.9271451871706864,0.919889396981911,none,0
0.9734387128037512,0.9000807280405854,0.9650895949909732,0.9883040139192345,1.0,none,0
0.9449922961760023,0.9398163124911516,0.9061008706621719,0.9086559822980069,0.9386760554049236,none,0
0.9683682753408088,0.9956792313116625,0.9098410524659827,1.0,0.9364438199478715,none,0
0.9489316352825782,0.9126394160426088,0.8287879869863528,0.9942022698180525,0.9868421948546217,none,0
0.9359336221440893,0.9533495358612436,0.975796960885205,0.8718727071556728,0.9235473661326852,none,0
